GLOBALEVENTID;SQLDATE;MonthYear;Year;FractionDate;Actor1Code;Actor1Name;Actor1CountryCode;Actor1KnownGroupCode;Actor1EthnicCode;Actor1Religion1Code;Actor1Religion2Code;Actor1Type1Code;Actor1Type2Code;Actor1Type3Code;Actor2Code;Actor2Name;Actor2CountryCode;Actor2KnownGroupCode;Actor2EthnicCode;Actor2Religion1Code;Actor2Religion2Code;Actor2Type1Code;Actor2Type2Code;Actor2Type3Code;IsRootEvent;EventCode;EventBaseCode;EventRootCode;QuadClass;GoldsteinScale;NumMentions;NumSources;NumArticles;AvgTone;Actor1Geo_Type;Actor1Geo_FullName;Actor1Geo_CountryCode;Actor1Geo_ADM1Code;;Actor1Geo_Lat;Actor1Geo_Long;Actor1Geo_FeatureID;Actor2Geo_Type;Actor2Geo_FullName;Actor2Geo_CountryCode;;Actor2Geo_ADM1Code;Actor2Geo_Lat;Actor2Geo_Long;Actor2Geo_FeatureID;ActionGeo_Type;ActionGeo_FullName;ActionGeo_CountryCode;ActionGeo_ADM1Code;;ActionGeo_Lat;ActionGeo_Long;ActionGeo_FeatureID;DATEADDED;SOURCEURL
817930925;20190121;201901;2019;2019.0575;GOV;SOLICITOR GENERAL;;;;;;GOV;;;;;;;;;;;;;0;30;30;3;1;4;10;1;10;-3.822629969;4;Guwahati, Assam, India;IN;IN03;17583;26.1833;91.7333;-2096059;0;;;;;;;;4;Guwahati, Assam, India;IN;IN03;17583;26.1833;91.7333;-2096059;2.02E+13;https://indianexpress.com/article/north-east-india/meghalaya/not-abandoning-operation-to-rescue-trapped-meghalaya-miners-centre-tells-sc-5549228/
817930926;20190121;201901;2019;2019.0575;GOV;PRINCE;;;;;;GOV;;;;;;;;;;;;;1;43;43;4;1;2.8;10;1;10;4.255319149;4;Valencia, Carabobo, Venezuela;VE;VE07;31933;10.1806;-68.0039;-960192;0;;;;;;;;4;Valencia, Carabobo, Venezuela;VE;VE07;31933;10.1806;-68.0039;-960192;2.02E+13;http://www.kickoff.com/news/92433/ghanaian-midfielder-kevin-prince-boateng
817930927;20190121;201901;2019;2019.0575;GOV;KING;;;;;;GOV;;;;;;;;;;;;;1;43;43;4;1;2.8;2;1;2;2.88;2;Florida, United States;US;USFL;;27.8333;-81.717;FL;0;;;;;;;;3;Winter Park, Florida, United States;US;USFL;;28.6;-81.3392;293428;2.02E+13;http://floridapolitics.com/archives/285960-ron-desantis-decries-good-old-boys-network-in-touting-his-picks
817930928;20190121;201901;2019;2019.0575;GOV;PRESIDENT;;;;;;GOV;;;;;;;;;;;;;0;51;51;5;1;3.4;6;1;6;3.663003663;4;Davao City, Davao City, Philippines;RP;RPC3;24267;7.07306;125.613;-2424066;0;;;;;;;;4;Davao City, Davao City, Philippines;RP;RPC3;24267;7.07306;125.613;-2424066;2.02E+13;https://newsinfo.inquirer.net/1075761/palace-not-certain-if-duterte-will-endorse-candidates
817930929;20190121;201901;2019;2019.0575;GOV;ADMINISTRATION;;;;;;GOV;;;;;;;;;;;;;0;51;51;5;1;3.4;1;1;1;-3.461063041;4;Sunamganj, Sylhet, Bangladesh;BG;BG86;5823;25.0667;91.4;-2737975;0;;;;;;;;4;Sunamganj, Sylhet, Bangladesh;BG;BG86;5823;25.0667;91.4;-2737975;2.02E+13;https://www.thedailystar.net/city/news/bird-poaching-rampant-wetlands-1691107
817930930;20190121;201901;2019;2019.0575;GOV;KING;;;;;;GOV;;;;;;;;;;;;;1;51;51;5;1;3.4;6;1;6;5.859375;3;Cincinnati, Ohio, United States;US;USOH;OH061;39.162;-84.4569;1066650;0;;;;;;;;3;Cincinnati, Ohio, United States;US;USOH;OH061;39.162;-84.4569;1066650;2.02E+13;https://www.wlwt.com/article/hundreds-brave-cold-for-march-in-honor-of-mlk/25979727
817930931;20190121;201901;2019;2019.0575;GOV;ADMINISTRATION;;;;;;GOV;;;;;;;;;;;;;0;51;51;5;1;3.4;9;1;9;-3.461063041;4;Kazirbazar, Rangpur, Bangladesh;BG;BG87;5807;25.2682;89.4962;11206249;0;;;;;;;;4;Kazirbazar, Rangpur, Bangladesh;BG;BG87;5807;25.2682;89.4962;11206249;2.02E+13;https://www.thedailystar.net/city/news/bird-poaching-rampant-wetlands-1691107
817930932;20190121;201901;2019;2019.0575;GOV;PRIME MINISTER;;;;;;GOV;;;;;;;;;;;;;0;60;60;6;2;6;7;1;7;-8.26848249;4;Damascus, Dimashq, Syria;SY;SY13;26324;33.5;36.3;-2541260;0;;;;;;;;4;Damascus, Dimashq, Syria;SY;SY13;26324;33.5;36.3;-2541260;2.02E+13;https://ktvq.com/cnn-world/2019/01/21/2011-africa-and-middle-east-unrest-fast-facts/
817930933;20190121;201901;2019;2019.0575;GOV;PRIME MINISTER;;;;;;GOV;;;;;;;;;;;;;0;60;60;6;2;6;10;1;10;-8.26848249;4;Amman, (JO11), Jordan;JO;JO11;36728;31.95;35.9333;-970362;0;;;;;;;;4;Amman, (JO11), Jordan;JO;JO11;36728;31.95;35.9333;-970362;2.02E+13;https://ktvq.com/cnn-world/2019/01/21/2011-africa-and-middle-east-unrest-fast-facts/
817930934;20190121;201901;2019;2019.0575;GOV;GOVERNMENT;;;;;;GOV;;;;;;;;;;;;;0;60;60;6;2;6;5;1;5;1.390699696;1;Croatia;HR;HR;;45.166667;15.5;HR;0;;;;;;;;1;Croatia;HR;HR;;45.166667;15.5;HR;2.02E+13;http://www.eurasiareview.com/21012019-media-literay-policy-vs-politics-essay/
817930935;20190121;201901;2019;2019.0575;GOV;SOLICITOR GENERAL;;;;;;GOV;;;;;;;;;;;;;0;73;73;7;2;7.4;10;1;10;-3.822629969;4;Guwahati, Assam, India;IN;IN03;17583;26.1833;91.7333;-2096059;0;;;;;;;;4;Guwahati, Assam, India;IN;IN03;17583;26.1833;91.7333;-2096059;2.02E+13;https://indianexpress.com/article/north-east-india/meghalaya/not-abandoning-operation-to-rescue-trapped-meghalaya-miners-centre-tells-sc-5549228/
817930936;20190121;201901;2019;2019.0575;GOV;PRESIDENT;;;;;;GOV;;;;;;;;;;;;;0;831;83;8;2;5;3;1;3;-8.26848249;4;Tripoli, Tarabulus, Libya;LY;LY61;19101;32.8925;13.18;-3178767;0;;;;;;;;4;Tripoli, Tarabulus, Libya;LY;LY61;19101;32.8925;13.18;-3178767;2.02E+13;https://ktvq.com/cnn-world/2019/01/21/2011-africa-and-middle-east-unrest-fast-facts/
817930937;20190121;201901;2019;2019.0575;GOV;PRESIDENT;;;;;;GOV;;;;;;;;;;;;;1;84;84;8;2;7;2;1;2;3.663003663;4;Davao City, Davao City, Philippines;RP;RPC3;24267;7.07306;125.613;-2424066;0;;;;;;;;4;Davao City, Davao City, Philippines;RP;RPC3;24267;7.07306;125.613;-2424066;2.02E+13;https://newsinfo.inquirer.net/1075761/palace-not-certain-if-duterte-will-endorse-candidates
817930938;20190121;201901;2019;2019.0575;GOV;KING;;;;;;GOV;;;;;;;;;;;;;0;110;110;11;3;-2;4;1;4;-14.98944405;3;Vinalhaven, Maine, United States;US;USME;ME013;44.0481;-68.8317;577730;0;;;;;;;;3;Vinalhaven, Maine, United States;US;USME;ME013;44.0481;-68.8317;577730;2.02E+13;https://www.penbaypilot.com/article/knox-county-criminal-docket-closed-cases/112939
817930939;20190121;201901;2019;2019.0575;GOV;KING;;;;;;GOV;;;;;;;;;;;;;0;110;110;11;3;-2;1;1;1;-14.98944405;2;Maine, United States;US;USME;;44.6074;-69.3977;ME;0;;;;;;;;3;Washington, District of Columbia, United States;US;USDC;DC001;38.8951;-77.0364;531871;2.02E+13;https://www.penbaypilot.com/article/knox-county-criminal-docket-closed-cases/112939
817930940;20190121;201901;2019;2019.0575;GOV;AMBASSADOR;;;;;;GOV;;;;;;;;;;;;;1;111;111;11;3;-2;9;1;9;5.323193916;5;Ashanti Region, Ashanti, Ghana;GH;GH02;16576;6.75;-1.5;-2069926;0;;;;;;;;5;Ashanti Region, Ashanti, Ghana;GH;GH02;16576;6.75;-1.5;-2069926;2.02E+13;http://www.ghananewsagency.org/entertainment/-lil-win-unveiled-as-brand-ambassador-for-no-8-snacks-144316
817930941;20190121;201901;2019;2019.0575;GOV;MAYOR;;;;;;GOV;;;;;;;;;;;;;0;130;130;13;3;-4.4;5;1;5;-9.388971684;5;Baja California Sur, Baja California Sur, Mexico;MX;MX03;19557;25.8333;-111.833;-1652190;0;;;;;;;;5;Baja California Sur, Baja California Sur, Mexico;MX;MX03;19557;25.8333;-111.833;-1652190;2.02E+13;https://www.yahoo.com/news/mexico-journalist-murdered-2018-sets-homicide-record-212830237.html
817930942;20190121;201901;2019;2019.0575;GOV;FIREFIGHTER;;;;;;GOV;;;;;;;;;;;;;0;166;166;16;4;-7;20;2;20;1.265502322;3;Washington, District of Columbia, United States;US;USDC;DC001;38.8951;-77.0364;531871;0;;;;;;;;3;Washington, District of Columbia, United States;US;USDC;DC001;38.8951;-77.0364;531871;2.02E+13;https://www.bolsamania.com/nota-de-prensa/mercados/national-fire-sprinkler-association-recognizes-dr-martin-luther-king-jr-holiday-and-shares-a-fire-sprinkler-save-at-dc-building-with-prominent-television-studios--3700069.html
817930943;20190121;201901;2019;2019.0575;GOV;FIREFIGHTER;;;;;;GOV;;;;;;;;;;;;;0;1723;172;17;4;-5;10;1;10;-3.012048193;3;Washington, District of Columbia, United States;US;USDC;DC001;38.8951;-77.0364;531871;0;;;;;;;;3;Washington, District of Columbia, United States;US;USDC;DC001;38.8951;-77.0364;531871;2.02E+13;https://www.wane.com/news/local-news/fire-damages-butler-road-pole-barn/1713988981
817930944;20190121;201901;2019;2019.0575;GOV;MINIST;;;;;;GOV;;;;;;;;;;;;;0;173;173;17;4;-5;1;1;1;-5.859375;4;Mehrauli, Delhi, India;IN;IN07;17657;28.5167;77.1833;-2103217;0;;;;;;;;4;Mehrauli, Delhi, India;IN;IN07;17657;28.5167;77.1833;-2103217;2.02E+13;https://indianexpress.com/article/cities/delhi/jessica-lall-murder-case-delhi-hc-reconsider-manu-sharmas-release-request-5549195/
817930945;20190121;201901;2019;2019.0575;GOV;KING;;;;;;GOV;;;;;;;;;;;;;0;180;180;18;4;-9;4;1;4;-14.98944405;3;Vinalhaven, Maine, United States;US;USME;ME013;44.0481;-68.8317;577730;0;;;;;;;;3;Vinalhaven, Maine, United States;US;USME;ME013;44.0481;-68.8317;577730;2.02E+13;https://www.penbaypilot.com/article/knox-county-criminal-docket-closed-cases/112939
817930946;20190121;201901;2019;2019.0575;GOV;KING;;;;;;GOV;;;;;;;;;;;;;0;180;180;18;4;-9;1;1;1;-14.98944405;2;Maine, United States;US;USME;;44.6074;-69.3977;ME;0;;;;;;;;3;Washington, District of Columbia, United States;US;USDC;DC001;38.8951;-77.0364;531871;2.02E+13;https://www.penbaypilot.com/article/knox-county-criminal-docket-closed-cases/112939
817930947;20190121;201901;2019;2019.0575;GOV;MAYOR;;;;;;GOV;;;;;;;;;;;;;1;181;181;18;4;-9;10;1;10;-2.941176471;0;;;;;;;;0;;;;;;;;0;;;;;;;;2.02E+13;https://newsinfo.inquirer.net/1075735/delayed-ok-of-2019-makati-budget-worries-village-sk-execs
817930948;20190121;201901;2019;2019.0575;GOV;AUTHORITIES;;;;;;GOV;;;;;;;;;;;;;0;193;193;19;4;-10;5;1;5;-10.02710027;2;Colorado, United States;US;USCO;;39.0646;-105.327;CO;0;;;;;;;;2;Colorado, United States;US;USCO;;39.0646;-105.327;CO;2.02E+13;https://www.newsweek.com/texas-homeowner-fatally-shoots-3-injures-2-more-during-early-morning-home-1299424
817930949;20190121;201901;2019;2019.0575;GOV;GOVERNMENT;;;;;;GOV;;;AFG;AFGHANISTAN;AFG;;;;;;;;1;160;160;16;4;-4;10;1;10;-4.790419162;3;White House, District of Columbia, United States;US;USDC;;38.8951;-77.0364;531871;3;White House, District of Columbia, United States;US;USDC;;38.8951;-77.0364;531871;3;White House, District of Columbia, United States;US;USDC;;38.8951;-77.0364;531871;2.02E+13;https://www.vaildaily.com/news/carnes-sorry-state-of-the-union-column/
817930950;20190121;201901;2019;2019.0575;GOV;PUBLIC SECTOR;;;;;;GOV;;;AUS;VICTORIA;AUS;;;;;;;;1;214;21;2;1;3.4;6;1;6;-1.333333333;1;Canada;CA;CA;;60;-96;CA;1;Canada;CA;CA;;60;-96;CA;1;Canada;CA;CA;;60;-96;CA;2.02E+13;https://www.vicnews.com/news/b-c-s-largest-public-sector-union-wants-inquiry-into-money-laundering-drugs/
817930951;20190121;201901;2019;2019.0575;GOV;PUBLIC SECTOR;;;;;;GOV;;;AUS;VICTORIA;AUS;;;;;;;;1;214;21;2;1;3.4;2;1;2;-1.333333333;1;United Kingdom;UK;UK;;54;-4;UK;1;Canada;CA;CA;;60;-96;CA;1;United Kingdom;UK;UK;;54;-4;UK;2.02E+13;https://www.vicnews.com/news/b-c-s-largest-public-sector-union-wants-inquiry-into-money-laundering-drugs/
817930952;20190121;201901;2019;2019.0575;GOV;PUBLIC SECTOR;;;;;;GOV;;;AUS;VICTORIA;AUS;;;;;;;;1;214;21;2;1;3.4;2;1;2;-1.333333333;1;United Kingdom;UK;UK;;54;-4;UK;1;United Kingdom;UK;UK;;54;-4;UK;1;United Kingdom;UK;UK;;54;-4;UK;2.02E+13;https://www.vicnews.com/news/b-c-s-largest-public-sector-union-wants-inquiry-into-money-laundering-drugs/
817930953;20190121;201901;2019;2019.0575;GOV;GOVERNMENT;;;;;;GOV;;;BHR;BAHRAIN;BHR;;;;;;;;0;874;87;8;2;10;2;1;2;-8.26848249;4;Manama, Al Manamah, Bahrain;BA;BA02;25307;26.2361;50.5831;-784833;4;Manama, Al Manamah, Bahrain;BA;BA02;25307;26.2361;50.5831;-784833;4;Manama, Al Manamah, Bahrain;BA;BA02;25307;26.2361;50.5831;-784833;2.02E+13;https://ktvq.com/cnn-world/2019/01/21/2011-africa-and-middle-east-unrest-fast-facts/
817930954;20190121;201901;2019;2019.0575;GOV;MINISTRY;;;;;;GOV;;;BUS;BUSINESS;;;;;;BUS;;;1;20;20;2;1;3;10;1;10;-2.479338843;1;China;CH;CH;;35;105;CH;1;China;CH;CH;;35;105;CH;1;China;CH;CH;;35;105;CH;2.02E+13;https://asia.nikkei.com/Economy/Japan-aims-to-shield-personal-data-from-Google-and-other-giants
817930955;20190121;201901;2019;2019.0575;GOV;PRESIDENT;;;;;;GOV;;;BUS;COMPANY;;;;;;BUS;;;1;46;46;4;1;7;6;1;6;1.581027668;1;Canada;CA;CA;;60;-96;CA;1;Canada;CA;CA;;60;-96;CA;1;Canada;CA;CA;;60;-96;CA;2.02E+13;https://www.mediapost.com/publications/article/330841/millercoors-taps-kraft-exec-st-jacques-as-its-fir.html
817930956;20190121;201901;2019;2019.0575;GOV;PREMIER;;;;;;GOV;;;CAN;CANADA;CAN;;;;;;;;1;10;10;1;1;0;5;1;5;-8.695652174;4;Chilliwack, British Columbia, Canada;CA;CA02;12550;49.1667;-121.95;-562560;4;Chilliwack, British Columbia, Canada;CA;CA02;12550;49.1667;-121.95;-562560;4;Chilliwack, British Columbia, Canada;CA;CA02;12550;49.1667;-121.95;-562560;2.02E+13;https://www.theprogress.com/news/doug-ford-says-the-liberals-carbon-tax-will-plunge-canada-into-recession/
817930957;20190121;201901;2019;2019.0575;GOV;PREMIER;;;;;;GOV;;;CAN;CANADA;CAN;;;;;;;;1;10;10;1;1;0;5;1;5;-8.641975309;4;Mission City, British Columbia, Canada;CA;CA02;12550;49.1333;-122.3;-569414;4;Mission City, British Columbia, Canada;CA;CA02;12550;49.1333;-122.3;-569414;4;Mission City, British Columbia, Canada;CA;CA02;12550;49.1333;-122.3;-569414;2.02E+13;https://www.missioncityrecord.com/news/doug-ford-says-the-liberals-carbon-tax-will-plunge-canada-into-recession/
817930958;20190121;201901;2019;2019.0575;GOV;PUBLIC SECTOR;;;;;;GOV;;;CAN;CANADA;CAN;;;;;;;;1;214;21;2;1;3.4;4;1;4;-1.333333333;4;Chilliwack, British Columbia, Canada;CA;CA02;12550;49.1667;-121.95;-562560;4;Chilliwack, British Columbia, Canada;CA;CA02;12550;49.1667;-121.95;-562560;4;Chilliwack, British Columbia, Canada;CA;CA02;12550;49.1667;-121.95;-562560;2.02E+13;https://www.theprogress.com/news/b-c-s-largest-public-sector-union-wants-inquiry-into-money-laundering-drugs/
817930959;20190121;201901;2019;2019.0575;GOV;PUBLIC SECTOR;;;;;;GOV;;;CAN;CANADA;CAN;;;;;;;;1;214;21;2;1;3.4;4;1;4;-1.328903654;4;Mission City, British Columbia, Canada;CA;CA02;12550;49.1333;-122.3;-569414;4;Mission City, British Columbia, Canada;CA;CA02;12550;49.1333;-122.3;-569414;4;Mission City, British Columbia, Canada;CA;CA02;12550;49.1333;-122.3;-569414;2.02E+13;https://www.missioncityrecord.com/news/b-c-s-largest-public-sector-union-wants-inquiry-into-money-laundering-drugs/
817930960;20190121;201901;2019;2019.0575;GOV;PUBLIC SECTOR;;;;;;GOV;;;CAN;CANADA;CAN;;;;;;;;1;214;21;2;1;3.4;1;1;1;-1.333333333;1;United Kingdom;UK;UK;;54;-4;UK;4;Chilliwack, British Columbia, Canada;CA;CA02;12550;49.1667;-121.95;-562560;1;United Kingdom;UK;UK;;54;-4;UK;2.02E+13;https://www.theprogress.com/news/b-c-s-largest-public-sector-union-wants-inquiry-into-money-laundering-drugs/
817930961;20190121;201901;2019;2019.0575;GOV;PUBLIC SECTOR;;;;;;GOV;;;CAN;CANADA;CAN;;;;;;;;1;214;21;2;1;3.4;2;1;2;-1.328903654;1;United Kingdom;UK;UK;;54;-4;UK;4;Mission City, British Columbia, Canada;CA;CA02;12550;49.1333;-122.3;-569414;1;United Kingdom;UK;UK;;54;-4;UK;2.02E+13;https://www.missioncityrecord.com/news/b-c-s-largest-public-sector-union-wants-inquiry-into-money-laundering-drugs/
817930962;20190121;201901;2019;2019.0575;GOV;PRIME MINISTER;;;;;;GOV;;;CHE;DAVOS;CHE;;;;;;;;1;42;42;4;1;1.9;10;1;10;4.288499025;1;Nepal;NP;NP;;28;84;NP;1;Nepal;NP;NP;;28;84;NP;1;Nepal;NP;NP;;28;84;NP;2.02E+13;https://myrepublica.nagariknetwork.com/news/make-nepal-shine-in-davos/
817930963;20190121;201901;2019;2019.0575;GOV;GOVERNMENT;;;;;;GOV;;;CVL;POPULATION;;;;;;CVL;;;1;10;10;1;1;0;10;1;10;0.081103001;4;Kituba, Kasaïccidental, Democratic Republic Of The Congo;CG;CG03;18585;-6.18213;20.1728;11527010;4;Kituba, Kasaïccidental, Democratic Republic Of The Congo;CG;CG03;18585;-6.18213;20.1728;11527010;4;Kituba, Kasaïccidental, Democratic Republic Of The Congo;CG;CG03;18585;-6.18213;20.1728;11527010;2.02E+13;http://www.africapropertynews.com/central-africa/3370-drc-not-an-easy-environment-but-real-estate-opportunities-abound.html
817930964;20190121;201901;2019;2019.0575;GOV;GOVERNMENT;;;;;;GOV;;;CVL;TOURIST;;;;;;CVL;;;1;20;20;2;1;3;6;1;6;-3.861788618;1;Haiti;HA;HA;;19;-72.416667;HA;1;Haiti;HA;HA;;19;-72.416667;HA;1;Haiti;HA;HA;;19;-72.416667;HA;2.02E+13;https://dr1.com/forums/showthread.php/174232-Puerto+Plata+prostitution+and+its+effect+on+the+local+economy
817930965;20190121;201901;2019;2019.0575;GOV;PUBLIC SECTOR;;;;;;GOV;;;CVL;CITIZEN;;;;;;CVL;;;1;214;21;2;1;3.4;6;1;6;-1.328903654;1;Canada;CA;CA;;60;-96;CA;1;Canada;CA;CA;;60;-96;CA;1;Canada;CA;CA;;60;-96;CA;2.02E+13;https://www.cowichanvalleycitizen.com/news/b-c-s-largest-public-sector-union-wants-inquiry-into-money-laundering-drugs/
817930966;20190121;201901;2019;2019.0575;GOV;PUBLIC SECTOR;;;;;;GOV;;;CVL;CITIZEN;;;;;;CVL;;;1;214;21;2;1;3.4;2;1;2;-1.328903654;1;United Kingdom;UK;UK;;54;-4;UK;1;Canada;CA;CA;;60;-96;CA;1;United Kingdom;UK;UK;;54;-4;UK;2.02E+13;https://www.cowichanvalleycitizen.com/news/b-c-s-largest-public-sector-union-wants-inquiry-into-money-laundering-drugs/
817930967;20190121;201901;2019;2019.0575;GOV;PUBLIC SECTOR;;;;;;GOV;;;CVL;CITIZEN;;;;;;CVL;;;1;214;21;2;1;3.4;2;1;2;-1.328903654;1;United Kingdom;UK;UK;;54;-4;UK;1;United Kingdom;UK;UK;;54;-4;UK;1;United Kingdom;UK;UK;;54;-4;UK;2.02E+13;https://www.cowichanvalleycitizen.com/news/b-c-s-largest-public-sector-union-wants-inquiry-into-money-laundering-drugs/
817930968;20190121;201901;2019;2019.0575;GOV;GOVERNOR;;;;;;GOV;;;EDU;STUDENT;;;;;;EDU;;;1;10;10;1;1;0;8;1;8;1.136363636;2;Rhode Island, United States;US;USRI;;41.6772;-71.5101;RI;2;Rhode Island, United States;US;USRI;;41.6772;-71.5101;RI;2;Rhode Island, United States;US;USRI;;41.6772;-71.5101;RI;2.02E+13;https://www.golocalprov.com/news/raimondo-announces-no-student-hungry-initiative-during-mlk-jr.-address
817930969;20190121;201901;2019;2019.0575;GOV;PRESIDENT;;;;;;GOV;;;EDU;SCHOOL;;;;;;EDU;;;1;10;10;1;1;0;10;1;10;-0.253164557;1;United States;US;US;;39.828175;-98.5795;US;1;United States;US;US;;39.828175;-98.5795;US;1;United States;US;US;;39.828175;-98.5795;US;2.02E+13;https://www.campusreform.org/?ID=11776
817930970;20190121;201901;2019;2019.0575;GOV;KING;;;;;;GOV;;;GBR;BRITISH;GBR;;;;;;;;1;62;62;6;2;7.4;8;1;8;-5.492424242;1;United Kingdom;UK;UK;;54;-4;UK;1;United Kingdom;UK;UK;;54;-4;UK;1;United Kingdom;UK;UK;;54;-4;UK;2.02E+13;https://www.caribbeanlifenews.com/stories/2019/1/2019-01-25-kw-kams-kapsules-cl.html
817930971;20190121;201901;2019;2019.0575;GOV;ADMINISTRATION;;;;;;GOV;;;GBR;BRITISH;GBR;;;;;;;;0;90;90;9;2;-2;1;1;1;-5.633802817;4;Moscow, Moskva, Russia;RS;RS48;25106;55.7522;37.6156;-2960561;4;Moscow, Moskva, Russia;RS;RS48;25106;55.7522;37.6156;-2960561;4;Moscow, Moskva, Russia;RS;RS48;25106;55.7522;37.6156;-2960561;2.02E+13;https://www.nytimes.com/2019/01/21/us/politics/trump-administration-russia-president.html
817930972;20190121;201901;2019;2019.0575;GOV;ADMINISTRATION;;;;;;GOV;;;GBR;BRITISH;GBR;;;;;;;;0;90;90;9;2;-2;1;1;1;-5.633802817;4;Moscow, Moskva, Russia;RS;RS48;25106;55.7522;37.6156;-2960561;1;United Kingdom;UK;UK;;54;-4;UK;4;Moscow, Moskva, Russia;RS;RS48;25106;55.7522;37.6156;-2960561;2.02E+13;https://www.nytimes.com/2019/01/21/us/politics/trump-administration-russia-president.html
817930973;20190121;201901;2019;2019.0575;GOV;FIREFIGHTER;;;;;;GOV;;;GOVGOV;FIRE CHIEF;;;;;;GOV;GOV;;1;40;40;4;1;1;2;1;2;-3.821656051;3;Martinsville, Virginia, United States;US;USVA;VA690;36.6915;-79.8725;1498514;3;Martinsville, Virginia, United States;US;USVA;VA690;36.6915;-79.8725;1498514;3;Martinsville, Virginia, United States;US;USVA;VA690;36.6915;-79.8725;1498514;2.02E+13;https://www.wfmynews2.com/article/news/local/frozen-temps-create-challenges-for-virginia-firefighters-responding-to-house-fire/83-bc55227e-b3de-4293-9b0f-342267b142cb
817930974;20190121;201901;2019;2019.0575;GOV;NATIONAL ELECTORAL COMMISSION;;;;;;GOV;;;GOVPTY;RULING PARTY;;;;;;GOV;;;1;120;120;12;3;-4;4;1;4;-2.122641509;4;Abuja, Abuja Federal Capital Territory, Nigeria;NI;NI11;191147;9.08333;7.53333;-1997013;4;Abuja, Abuja Federal Capital Territory, Nigeria;NI;NI11;191147;9.08333;7.53333;-1997013;4;Abuja, Abuja Federal Capital Territory, Nigeria;NI;NI11;191147;9.08333;7.53333;-1997013;2.02E+13;http://thestreetjournal.org/2019/01/inec-replies-obasanjo-not-under-pressure-to-rig-election/
817930975;20190121;201901;2019;2019.0575;GOV;NATIONAL ELECTORAL COMMISSION;;;;;;GOV;;;GOVPTY;RULING PARTY;;;;;;GOV;;;1;120;120;12;3;-4;6;1;6;-2.122641509;4;Yakubu, Bauchi, Nigeria;NI;NI46;22661;10.3134;9.84327;-2002330;4;Yakubu, Bauchi, Nigeria;NI;NI46;22661;10.3134;9.84327;-2002330;4;Yakubu, Bauchi, Nigeria;NI;NI46;22661;10.3134;9.84327;-2002330;2.02E+13;http://thestreetjournal.org/2019/01/inec-replies-obasanjo-not-under-pressure-to-rig-election/
817930976;20190121;201901;2019;2019.0575;GOV;GOVERNMENT;;;;;;GOV;;;IND;NEW DELHI;IND;;;;;;;;0;42;42;4;1;1.9;3;1;3;2.611218569;4;New Delhi, Delhi, India;IN;IN07;17911;28.6;77.2;-2106102;4;New Delhi, Delhi, India;IN;IN07;17911;28.6;77.2;-2106102;4;New Delhi, Delhi, India;IN;IN07;17911;28.6;77.2;-2106102;2.02E+13;https://indianexpress.com/article/explained/an-expert-explains-the-story-and-the-optics-of-choosing-indias-republic-day-chief-guest-5549143/
817930977;20190121;201901;2019;2019.0575;GOV;KING;;;;;;GOV;;;JOR;JORDAN;JOR;;;;;;;;1;141;141;14;3;-6.5;10;1;10;0;0;;;;;;;;0;;;;;;;;0;;;;;;;;2.02E+13;https://www.ky3.com/content/news/PICTURES-Marchers-remember-the-legacy-of-Martin-Luther-King-Jr-in-Springfield-504655191.html
817930978;20190121;201901;2019;2019.0575;GOV;SECRETARY OF STATE;;;;;;GOV;;;JPN;JAPANESE;JPN;;;;;;;;0;41;41;4;1;1;2;1;2;-1.08401084;4;Seoul, Soul-t'ukpyolsi, South Korea;KS;KS11;24984;37.5664;127;-716583;1;Japan;JA;JA;;36;138;JA;4;Seoul, Soul-t'ukpyolsi, South Korea;KS;KS11;24984;37.5664;127;-716583;2.02E+13;https://asia.nikkei.com/Politics/International-Relations/US-and-North-Korea-wrap-up-intensive-denuclearization-talks
817930979;20190121;201901;2019;2019.0575;GOV;SECRETARY OF STATE;;;;;;GOV;;;JPNGOV;JAPAN;JPN;;;;;GOV;;;0;41;41;4;1;1;2;1;2;-1.08401084;4;Seoul, Soul-t'ukpyolsi, South Korea;KS;KS11;24984;37.5664;127;-716583;4;Seoul, Soul-t'ukpyolsi, South Korea;KS;KS11;24984;37.5664;127;-716583;4;Seoul, Soul-t'ukpyolsi, South Korea;KS;KS11;24984;37.5664;127;-716583;2.02E+13;https://asia.nikkei.com/Politics/International-Relations/US-and-North-Korea-wrap-up-intensive-denuclearization-talks
817930980;20190121;201901;2019;2019.0575;GOV;SECRETARY OF STATE;;;;;;GOV;;;JPNGOV;JAPANESE;JPN;;;;;GOV;;;0;41;41;4;1;1;4;1;4;-1.08401084;4;Seoul, Soul-t'ukpyolsi, South Korea;KS;KS11;24984;37.5664;127;-716583;1;Japan;JA;JA;;36;138;JA;4;Seoul, Soul-t'ukpyolsi, South Korea;KS;KS11;24984;37.5664;127;-716583;2.02E+13;https://asia.nikkei.com/Politics/International-Relations/US-and-North-Korea-wrap-up-intensive-denuclearization-talks
817930981;20190121;201901;2019;2019.0575;GOV;EMBASSY;;;;;;GOV;;;LAB;WORKER;;;;;;LAB;;;0;161;161;16;4;-4;2;1;2;0;4;Mangalore, Karnataka, India;IN;IN19;17685;12.8639;74.8353;-2103790;4;Mangalore, Karnataka, India;IN;IN19;17685;12.8639;74.8353;-2103790;4;Mangalore, Karnataka, India;IN;IN19;17685;12.8639;74.8353;-2103790;2.02E+13;https://www.khaleejtimes.com/nation/dubai/misuse-of-wps-by-companies-alarms-social-welfare-groups
